cpc;qid;tipo;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias
R01716;Q1649460;umano;Francesco Re;Francesco Renzio;1885;1330;m;m;Italia;;Cumiana;Alife;contadino;sacerdote cattolico|vescovo cattolico;Matteo;;anarchico;cardinale italiano;41;
R01716;Q61721747;umano;Francesco Re;Francesco Renna;1885;1987;m;m;Italia;Italia;Cumiana;Avellino;contadino;autore di canzoni|scrittore;Matteo;;anarchico;Cantautore e musicista italiano;41;
R01716;Q3750532;umano;Francesco Re;Francesco Renzi;1885;1979;m;m;Italia;Italia;Cumiana;Ventimiglia;contadino;cantautore;Matteo;;anarchico;cantautore italiano;41;
R01716;Q3750528;umano;Francesco Re;Francesco Renda;1885;1922;m;m;Italia;Italia|Regno d'Italia;Cumiana;Cattolica Eraclea;contadino;politico|storico;Matteo;;anarchico;storico, politico e docente italiano (1922-2013);41;
R01716;Q46995138;umano;Francesco Re;Francesco Recine;1885;1999;m;m;Italia;Italia;Cumiana;Ravenna;contadino;pallavolista;Matteo;;anarchico;pallavolista italiano (1999-);41;
R01722;Q28873609;umano;Domenico Re;Domenico Regoli;1902;1933;m;m;Italia;Italia|Canada;Gerenzago;;dottore in scienze;farmacologo|professore universitario;Gaetano;;antifascista;Canadian professor of medicine and health sciences;13;
R01722;Q56452801;umano;Domenico Re;Domenico Restuccia;1902;0;m;m;Italia;;Gerenzago;;dottore in scienze;ricercatore;Gaetano;;antifascista;ricercatore;13;
R01722;Q59689184;umano;Domenico Re;Domenico Restivo;1902;0;m;m;Italia;;Gerenzago;;dottore in scienze;ricercatore;Gaetano;;antifascista;researcher ORCID ID = 0000-0002-3076-3901;13;
R01722;Q3713208;umano;Domenico Re;Domenico Rea;1902;1921;m;m;Italia;Italia|Regno d'Italia;Gerenzago;Napoli;dottore in scienze;giornalista|scrittore;Gaetano;;antifascista;scrittore e giornalista italiano (1921-1994);13;
R01722;Q88212484;umano;Domenico Re;Domenico Rendina;1902;0;m;m;Italia;;Gerenzago;;dottore in scienze;ricercatore;Gaetano;;antifascista;ricercatore;13;
R01722;Q18526190;umano;Domenico Re;Domenico Remps;1902;1620;m;m;Italia;Germania;Gerenzago;;dottore in scienze;pittore;Gaetano;;antifascista;Italian painter (1620-1699);13;
R01722;Q3713210;umano;Domenico Re;Domenico Reina;1902;1796;m;m;Italia;Svizzera;Gerenzago;Lugano;dottore in scienze;cantante lirico;Gaetano;;antifascista;tenore svizzero;13;
R01722;Q15648498;umano;Domenico Re;Domenico Regolotti;1902;1675;m;m;Italia;Regno di Sardegna;Gerenzago;Roma;dottore in scienze;poeta|professore|traduttore letterario;Gaetano;;antifascista;professore, traduttore, poeta (1675-1735);13;
R01722;Q132234067;umano;Domenico Re;Domenico Rezia;1902;0;m;m;Italia;;Gerenzago;;dottore in scienze;;Gaetano;;antifascista;;13;
R01722;Q114561990;umano;Domenico Re;Domenico Repetto;1902;1829;m;m;Italia;;Gerenzago;Tagliolo Monferrato;dottore in scienze;;Gaetano;;antifascista;;13;
R01722;Q125287769;umano;Domenico Re;Domenico Regi;1902;1608;m;m;Italia;;Gerenzago;;dottore in scienze;padre|scrittore;Gaetano;;antifascista;sacerdote e scrittore italiano (1608-1680);13;
R01722;Q125404207;umano;Domenico Re;Domingo Repetto;1902;1859;m;m;Italia;;Gerenzago;Cavi di Lavagna;dottore in scienze;pioniere;Gaetano;;antifascista;Pioneer of Ostende (Argentina);13;Domenico Repetto
R01722;Q130047176;;Domenico Re;Q130047176;1902;0;m;;Italia;;Gerenzago;;dottore in scienze;;Gaetano;;antifascista;;13;
R01756;Q1297866;umano;Egidio Reale;Egidio Reale;1888;1888;m;m;Italia;Italia|Regno d'Italia;Lecce;Lecce;avvocato;antifascista|diplomatico|giurista;Vito;;repubblicano;Italian diplomat (1888–1958);1;
R02066;Q115789963;umano;Antonio Reggiani;Antonio Reggiani;1881;1881;m;m;Italia;Italia|Regno d'Italia;Civitavecchia;;ragioniere;ragioniere commercialista|scrittore;Secondo;;antifascista;contabile e scrittore italiano (1881-1960);1;
R02092;Q461111;umano;Sergio Reggiani;Serge Reggiani;1905;1922;m;m;Italia;Francia|Italia|Regno d'Italia;Sant'Ilario d'Enza;Reggio Emilia;venditore ambulante;attore|attore cinematografico|attore teatrale|cantante|pittore;Gaetano;;antifascista;attore e cantante italo-francese (1922-2004);2;Sergio Reggiani
R02092;Q3956242;umano;Sergio Reggiani;Sergio Reggiani;1905;1948;m;m;Italia;Italia;Sant'Ilario d'Enza;Q111176;venditore ambulante;allenatore di calcio|calciatore;Gaetano;;antifascista;allenatore di calcio e calciatore italiano;2;
R03009;Q1889965;umano;Mario Ricci;Mario Ricci;1907;1914;m;m;Italia;Italia|Regno d'Italia;Sant'Arcangelo di Romagna;Padova;manovale|muratore;ciclista|pilota automobilistico;Luigi;;comunista;ciclista su strada italiano;17;
R03009;Q3849029;umano;Mario Ricci;Mario Ricci;1907;1943;m;m;Italia;Italia;Sant'Arcangelo di Romagna;Massa;manovale|muratore;politico;Luigi;;comunista;politico italiano;17;
R03009;Q3849033;umano;Mario Ricci;Mario Ricci;1907;1908;m;m;Italia;Italia|Regno d'Italia;Sant'Arcangelo di Romagna;Pavullo nel Frignano;manovale|muratore;partigiano|politico;Luigi;;comunista;partigiano e politico italiano;17;
R03009;Q4395006;umano;Mario Ricci;Mario Ricci;1907;0;m;m;Italia;Regno d'Italia;Sant'Arcangelo di Romagna;Cortona;manovale|muratore;militare;Luigi;;comunista;militare italiano;17;
R03009;Q112673078;umano;Mario Ricci;Mario Ricci;1907;1969;m;m;Italia;Italia;Sant'Arcangelo di Romagna;Napoli;manovale|muratore;linguista;Luigi;;comunista;linguista italiano;17;
R03009;Q130620469;umano;Mario Ricci;Mario Ricci;1907;0;m;;Italia;Canada;Sant'Arcangelo di Romagna;;manovale|muratore;metallurgista|politico;Luigi;;comunista;Canadian political candidate;17;
R03009;Q131776084;umano;Mario Ricci;Q131776084;1907;1932;m;m;Italia;;Sant'Arcangelo di Romagna;Roma;manovale|muratore;attore;Luigi;;comunista;;17;
R03009;Q125274102;umano;Mario Ricci;Mario Ricci;1907;0;m;m;Italia;Italia;Sant'Arcangelo di Romagna;;manovale|muratore;architetto;Luigi;;comunista;Italian architect;17;
R03009;Q57201293;umano;Mario Ricci;Mario Ricciardi;1907;0;m;m;Italia;Italia;Sant'Arcangelo di Romagna;;manovale|muratore;radiologo|veterinario;Luigi;;comunista;radiologo italiano;17;
R03009;Q57133540;umano;Mario Ricci;Mario Ricciardi;1907;1982;m;m;Italia;Italia;Sant'Arcangelo di Romagna;Zevio;manovale|muratore;ematologo;Luigi;;comunista;ematologo italiano (1982-);17;
R03009;Q55979307;umano;Mario Ricci;Mario Riccio;1907;1898;m;m;Italia;Italia|Regno d'Italia;Sant'Arcangelo di Romagna;Napoli;manovale|muratore;politico;Luigi;;comunista;politico italiano (1898-1979);17;
R03009;Q3849031;umano;Mario Ricci;Mario Ricciardi;1907;1908;m;m;Italia;Italia|Regno d'Italia;Sant'Arcangelo di Romagna;Salerno;manovale|muratore;politico;Luigi;;comunista;politico italiano (1908-1952);17;
R03009;Q108894569;umano;Mario Ricci;Mario Ricciardi;1907;1967;m;m;Italia;Italia;Sant'Arcangelo di Romagna;Salerno;manovale|muratore;giurista|professore universitario;Luigi;;comunista;giurista italiano (1967-);17;
R03009;Q21543392;umano;Mario Ricci;Mario Ricciardi;1907;1943;m;m;Italia;Italia|Regno d'Italia;Sant'Arcangelo di Romagna;Bra;manovale|muratore;professore universitario|scienziato della comunicazione;Luigi;;comunista;studioso della comunicazione italiano (1943-);17;
R03009;Q3849027;pagina di disambiguazione di un progetto Wikimedia;Mario Ricci;Mario Ricci;1907;0;m;;Italia;;Sant'Arcangelo di Romagna;;manovale|muratore;;Luigi;;comunista;pagina di disambiguazione di un progetto Wikimedia;17;
R03009;Q133766741;umano;Mario Ricci;Q133766741;1907;1948;m;m;Italia;;Sant'Arcangelo di Romagna;;manovale|muratore;;Luigi;;comunista;;17;
R03009;Q3823256;film;Mario Ricci;La morte di Mario Ricci;1907;0;m;;Italia;;Sant'Arcangelo di Romagna;;manovale|muratore;;Luigi;;comunista;film del 1983 diretto da Claude Goretta;17;"""Mario Ricci'nin Ölümü"""
R03048;Q1060058;umano;Renato Ricci;Renato Ricci;1909;1896;m;m;Italia;Italia|Regno d'Italia;Cesena;Carrara;falegname;politico;Edoardo;;comunista;politico italiano (1896-1956);10;
R03048;Q7312675;umano;Renato Ricci;Renato Ricci;1909;1991;m;m;Italia;Italia;Cesena;Merate;falegname;calciatore;Edoardo;;comunista;calciatore italiano;10;
R03048;Q19981079;umano;Renato Ricci;Renato Ricci;1909;1940;m;m;Italia;;Cesena;;falegname;giocatore di football australiano;Edoardo;;comunista;Australian rules footballer;10;
R03048;Q123195969;umano;Renato Ricci;Renato Ricci;1909;0;m;;Italia;;Cesena;;falegname;ricercatore;Edoardo;;comunista;researcher;10;
R03048;Q112443849;umano;Renato Ricci;Renato Ricci;1909;1962;m;m;Italia;;Cesena;;falegname;;Edoardo;;comunista;management expert;10;
R03048;Q89920106;umano;Renato Ricci;Renato Ricciardi;1909;0;m;;Italia;;Cesena;;falegname;ricercatore;Edoardo;;comunista;researcher;10;
R03048;Q89406445;umano;Renato Ricci;Renato Ricciardi;1909;0;m;m;Italia;Italia;Cesena;;falegname;;Edoardo;;comunista;Italian researcher;10;
R03048;Q92778270;pagina di disambiguazione di un progetto Wikimedia;Renato Ricci;Renato Ricci;1909;0;m;;Italia;;Cesena;;falegname;;Edoardo;;comunista;Wikimedia disambiguation page;10;
R03048;Q135552705;umano;Renato Ricci;Renato Riccio;1909;0;m;;Italia;;Cesena;;falegname;fumettista;Edoardo;;comunista;Italian comics artist;10;
R03048;Q56350699;umano;Renato Ricci;Penelopy Jean;1909;1987;m;m;Italia;Brasile;Cesena;Poços de Caldas;falegname;conduttore televisivo|drag queen;Edoardo;;comunista;Brazilian drag queen;10;Renato Ricci
R03735;Q2629063;umano;Michele Rinaldi;Michele Rinaldi;1885;1987;m;m;Italia;Italia;Bari;Manerbio;ebanista;calciatore;Francesco;;comunista;calciatore italiano (1987-);6;
R03735;Q3820392;umano;Michele Rinaldi;Michele Rinaldi;1885;1959;m;m;Italia;Italia;Bari;Parma;ebanista;motocrossista|personalità del mondo degli affari|team manager;Francesco;;comunista;pilota motociclistico e dirigente sportivo italiano;6;
R03735;Q95982485;umano;Michele Rinaldi;Michele Rinaldi;1885;0;m;;Italia;;Bari;;ebanista;agronomo;Francesco;;comunista;researcher;6;
R03735;Q21622537;umano;Michele Rinaldi;Michele Rinaldi;1885;1991;m;m;Italia;Italia;Bari;;ebanista;calciatore;Francesco;;comunista;calciatore italiano (1991-);6;
R03735;Q3856780;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Michele Rinaldi;Michele Rinaldi;1885;0;m;;Italia;;Bari;;ebanista;;Francesco;;comunista;pagina di disambiguazione di un progetto Wikimedia;6;
R03735;Q112673238;umano;Michele Rinaldi;Michele Rinaldi;1885;1969;m;m;Italia;Italia;Bari;;ebanista;oculista;Francesco;;comunista;oculista italiano;6;
R03822;Q203409;fiume;Rioni;Rioni;-1000;0;m;;;;;;;;;;comunista;fiume in Georgia;17;
R03822;Q1229454;;Rioni;rioni di Roma;-1000;0;m;;;;;;;;;;comunista;suddivisione toponomastica di Roma Capitale;17;rioni di Roma
R03822;Q12868366;insediamento umano;Rioni;Rioni;-1000;0;m;;;;;;;;;;comunista;human settlement in Georgia;17;
R03822;Q132527639;stazione ferroviaria;Rioni;Rioni;-1000;0;m;;;;;;;;;;comunista;Railway station in Georgia;17;
R03822;Q97097563;centro storico;Rioni;rioni di Faenza;-1000;0;m;;;;;;;;;;comunista;suddivisione storica di Faenza;17;rioni di Faenza
R03822;Q3927252;lista di un progetto Wikimedia;Rioni;quartieri di Matera;-1000;0;m;;;;;;;;;;comunista;lista di un progetto Wikimedia;17;
R03822;Q3973907;storia;Rioni;Storia dei rioni di Foggia;-1000;0;m;;;;;;;;;;comunista;;17;
R03822;Q3936303;;Rioni;Rioni di Caravaggio;-1000;0;m;;;;;;;;;;comunista;lista di un progetto Wikimedia;17;
R03822;Q3936302;;Rioni;Rioni del Carnevale di Viareggio;-1000;0;m;;;;;;;;;;comunista;;17;
R03822;Q3432983;pagina di disambiguazione di un progetto Wikimedia;Rioni;Rioni;-1000;0;m;;;;;;;;;;comunista;pagina di disambiguazione di un progetto Wikimedia;17;
R03822;Q279530;comune italiano;Rioni;Rionero Sannitico;-1000;0;m;;;;;;;;;;comunista;comune italiano;17;Rioniuru Sanniticu
R03822;Q4394751;centrale idroelettrica;Rioni;Rioni Hydroelectric Power Plant;-1000;0;m;;;;;;;;;;comunista;Hydroelectric Power Plant in Georgia;17;
R03822;Q24689911;grotta;Rioni;Rioni Cave;-1000;0;m;;;;;;;;;;comunista;;17;
R03822;Q120970822;sviluppatore di videogiochi;Rioni;Rionix;-1000;0;m;;;;;;;;;;comunista;video game developer;17;
R03822;Q13410445;;Rioni;rione;-1000;0;m;;;;;;;;;;comunista;suddivisione territoriale interna a una città o a un centro abitato;17;rioni
R03822;Q2997644;bassopiano;Rioni;pianura di Kolkhida;-1000;0;m;;;;;;;;;;comunista;pianura della Georgia;17;Rioni pasttekisligi
R03822;Q12868368;battaglia;Rioni;Battle of the Phasis;-1000;0;m;;;;;;;;;;comunista;;17;Rioni Muharebesi
R04007;Q276026;umano;Luigi Riva;Gigi Riva;1881;1944;m;m;Italia;Italia;Besana in Brianza;Leggiuno;carbonaio;atleta|calciatore|direttore sportivo|sceneggiatore;Giuseppe;;antifascista;calciatore e dirigente sportivo italiano (1944-2024);6;Luigi Riva
R04007;Q12119058;umano;Luigi Riva;Luigi Riva;1881;1968;m;m;Italia;;Besana in Brianza;;carbonaio;hockeista su ghiaccio;Giuseppe;;antifascista;ice hockey player (1968-);6;
R04007;Q114565662;umano;Luigi Riva;Luigi Riva;1881;1837;m;m;Italia;;Besana in Brianza;Palazzolo dello Stella;carbonaio;;Giuseppe;;antifascista;(Palazzolo dello Stella 1837-07-26 - agente commerciale.);6;
R04007;Q123584497;umano;Luigi Riva;Luigi Riva;1881;0;m;m;Italia;Italia;Besana in Brianza;;carbonaio;demografo|professore universitario;Giuseppe;;antifascista;demografo italiano;6;
R04007;Q123990786;umano;Luigi Riva;Luigi Riva;1881;1801;m;m;Italia;;Besana in Brianza;;carbonaio;canottiere;Giuseppe;;antifascista;;6;
R04007;Q3238419;pagina Wikimedia duplicata permanentemente;Luigi Riva;Q3238419;1881;0;m;;Italia;;Besana in Brianza;;carbonaio;;Giuseppe;;antifascista;Wikimedia permanent duplicate item;6;
R04035;Q58230629;umano;Domenico Rivalta;Domenico Rivalta;1910;1910;m;m;Italia;Regno d'Italia;Imola;Imola;pollivendolo;militare|partigiano;Giuseppe;;comunista;partigiano italiano;1;
R04262;Q63952247;umano;Mario Rizzo;Mario Rizzo;1906;1900;m;m;Italia;Regno d'Italia;Revine Lago;;bracciante;politico;Paolo;;antifascista;politico italiano;1;
R05047;Q3750547;umano;Francesco Romani;Francesco Romani;1897;1933;m;m;Italia;Italia;Sant'Angelo in Lizzola;Viareggio;falegname;karateka;Giuseppe;;anarchico;karateka italiano;3;
R05047;Q56565260;umano;Francesco Romani;Francesco Romani;1897;0;m;m;Italia;;Sant'Angelo in Lizzola;;falegname;ricercatore;Giuseppe;;anarchico;researcher;3;
R05047;Q22227161;umano;Francesco Romani;Francesco Romani (medico);1897;1785;m;m;Italia;;Sant'Angelo in Lizzola;Vasto;falegname;medico;Giuseppe;;anarchico;medico italiano;3;Francesco Romani (medico)
R05331;Q37830586;umano;Luigi Romito;Luigi M. Romito;1875;0;m;m;Italia;;Napoli;;meccanico;ricercatore;Salvatore;;anarchico|socialista;ricercatore;1;Luigi Romito
R05771;Q21970624;umano;Faliero Rosati;Faliero Rosati;1904;1946;m;m;Italia;Italia;Prato;Pisa;venditore ambulante;regista cinematografico|sceneggiatore;Dante;;antifascista;sceneggiatore e regista cinematografico italiano;1;
R06314;Q619584;umano;Carlo Rossi;Carlo Rossi;1869;1775;m;m;Italia;Impero russo|Regno di Napoli;Treviglio;Napoli;;architetto;Luigi;;anarchico;architetto italiano naturalizzato russo (1775-1849);20;
R06314;Q350054;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Carlo Rossi;Carlo Rossi;1869;0;m;;Italia;;Treviglio;;;;Luigi;;anarchico;pagina di disambiguazione di un progetto Wikimedia;20;
R06314;Q52520277;umano;Carlo Rossi;Carlo Rossi;1869;1890;m;m;Italia;Italia|Regno d'Italia;Treviglio;Torino;;sacerdote cattolico|teologo cattolico|vescovo cattolico;Luigi;;anarchico;vescovo cattolico italiano (1890-1980);20;
R06314;Q9184625;umano;Carlo Rossi;Carlo Rossi;1869;1839;m;m;Italia;Regno d'Italia;Treviglio;Leopoli;;compositore|pianista;Luigi;;anarchico;pianista e compositore italiano (1839-1906);20;
R06314;Q3659806;umano;Carlo Rossi;Carlo Rossi;1869;1920;m;m;Italia;Regno d'Italia;Treviglio;Roma;;musicista|paroliere|produttore discografico;Luigi;;anarchico;paroliere e produttore discografico italiano (1920-1989);20;
R06314;Q19410352;umano;Carlo Rossi;Carlo Rossi;1869;1880;m;m;Italia;Italia|Regno d'Italia;Treviglio;Celenza Valfortore;;condottiero|militare;Luigi;;anarchico;generale italiano (1880-1967);20;
R06314;Q64762446;umano;Carlo Rossi;Carlo Rossi;1869;0;m;m;Italia;;Treviglio;;;sacerdote cattolico|vescovo cattolico;Luigi;;anarchico;vescovo cattolico italiano (-1679);20;
R06314;Q2939251;umano;Carlo Rossi;Carlo Rossi;1869;1925;m;m;Italia;Canada;Treviglio;Montréal;;agente di polizia|investigatore|politico;Luigi;;anarchico;politico canadese (1925-1998);20;
R06314;Q5041595;umano;Carlo Rossi;Carlo Rossi;1869;1955;m;m;Italia;Italia;Treviglio;;;pilota|pilota automobilistico;Luigi;;anarchico;pilota automobilistico italiano (1955-);20;
R06314;Q111144320;umano;Carlo Rossi;Giovan Carlo Rossi;1869;1617;m;m;Italia;;Treviglio;;;arpista|compositore|organista;Luigi;;anarchico;compositore, arpista e organista italiano (1617-1692);20;Carlo Rossi
R06314;Q11689376;umano;Carlo Rossi;Carlo Rossi;1869;1630;m;m;Italia;;Treviglio;Como;;architetto;Luigi;;anarchico;architetto italiano (ca. 1630-1688);20;
R06314;Q27579488;umano;Carlo Rossi;Carlo Rossi;1869;1960;m;m;Italia;Italia;Treviglio;Grignano Polesine;;scacchista;Luigi;;anarchico;scacchista italiano (1960-);20;
R06314;Q16537130;umano;Carlo Rossi;Carlo Rossi;1869;1955;m;m;Italia;Italia;Treviglio;Milano;;attore;Luigi;;anarchico;attore e regista teatrale italiano (1955-);20;
R06314;Q110225461;umano;Carlo Rossi;Carlo Rossi;1869;1879;m;m;Italia;Svizzera;Treviglio;Locarno;;collezionista|numismatico;Luigi;;anarchico;collezionista e numismatico svizzero (1879-1942);20;
R06314;Q55860172;umano;Carlo Rossi;Carlo Rossi;1869;1797;m;m;Italia;;Treviglio;;;diplomatico;Luigi;;anarchico;;20;
R06314;Q126895573;umano;Carlo Rossi;Carlo Rossi;1869;1921;m;m;Italia;Regno Unito;Treviglio;Johnstone;;insegnante|pittore;Luigi;;anarchico;Scottish painter, teacher (1921–2010);20;
R06314;Q3659920;umano;Carlo Rossi;Carlo Ubaldo Rossi;1869;1958;m;m;Italia;Italia;Treviglio;Monaco di Baviera;;compositore|produttore discografico;Luigi;;anarchico;compositore, arrangiatore e produttore discografico italiano (1958-2015);20;Carlo Rossi
R06314;Q140159096;umano;Carlo Rossi;Q140159096;1869;1639;m;m;Italia;Italia;Treviglio;;;giurista;Luigi;;anarchico;1639-1711 Giurista, figlio di Antonio, scrisse trattati di diritto. Ebbe rapporti con il Duca Francesco Farnese, che lo rese nobile. Nato a Busseto.;20;
R06314;Q134292012;umano;Carlo Rossi;Q134292012;1869;0;m;m;Italia;;Treviglio;;;cantante lirico;Luigi;;anarchico;cantante lirico italiano (fl. 1825-1846);20;
R06314;Q138590712;umano;Carlo Rossi;Carlo Rossi;1869;0;m;;Italia;;Treviglio;;;ricercatore;Luigi;;anarchico;researcher;20;
R06518;Q3107332;umano;Giovanni Rossi;Giovanni Rossi;1900;1926;m;m;Italia;Svizzera;Sulmona;Bidart;meccanico;ciclista;Rainaldo;;comunista;ciclista svizzero;20;
R06518;Q925403;umano;Giovanni Rossi;Giovanni Rossi;1900;1856;m;m;Italia;Regno d'Italia;Sulmona;Pisa;meccanico;agronomo|anarchico|politico|scrittore|veterinario;Rainaldo;;comunista;agronomo, veterinario e anarchico italiano (1856-1943);20;
R06518;Q64734959;umano;Giovanni Rossi;Giovanni Rossi;1900;1688;m;m;Italia;;Sulmona;;meccanico;sacerdote cattolico|vescovo cattolico;Rainaldo;;comunista;arcivescovo cattolico del XVIII secolo;20;
R06518;Q64734214;umano;Giovanni Rossi;Giovanni Rossi;1900;1855;m;m;Italia;;Sulmona;;meccanico;sacerdote cattolico|vescovo cattolico;Rainaldo;;comunista;vescovo cattolico della diocesi di Neve, vissuto fra il XIX e il XX secolo;20;
R06518;Q401441;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Giovanni Rossi;Giovanni Rossi;1900;0;m;;Italia;;Sulmona;;meccanico;;Rainaldo;;comunista;pagina di disambiguazione di un progetto Wikimedia;20;
R06518;Q3107324;umano;Giovanni Rossi;Giovanni Rossi;1900;1984;m;m;Italia;Italia;Sulmona;Orzinuovi;meccanico;calciatore;Rainaldo;;comunista;calciatore italiano;20;
R06518;Q60820930;umano;Giovanni Rossi;Giovanni Alvise Rossi;1900;1776;m;m;Italia;Repubblica di Venezia;Sulmona;Venezia;meccanico;scrittore|storico;Rainaldo;;comunista;scrittore (1776-1852);20;Giovanni Rossi
R06518;Q97023292;umano;Giovanni Rossi;Giovanni Rossi;1900;1850;m;m;Italia;;Sulmona;Schio;meccanico;industriale|politico;Rainaldo;;comunista;industriale e politico italiano;20;
R06518;Q108451627;umano;Giovanni Rossi;Giovanni Rossi;1900;0;m;m;Italia;;Sulmona;;meccanico;sacerdote cattolico|vescovo cattolico;Rainaldo;;comunista;vescovo cattolico del XV secolo;20;
R06518;Q3768059;umano;Giovanni Rossi;Giovanni Rossi;1900;1785;m;m;Italia;Regno d'Italia;Sulmona;San Lorenzo Maggiore;meccanico;presbitero|scrittore;Rainaldo;;comunista;sacerdote e scrittore italiano;20;
R06518;Q126464911;umano;Giovanni Rossi;Giovanni Rossi;1900;0;m;m;Italia;;Sulmona;;meccanico;fantino;Rainaldo;;comunista;Italian jockey (b. 1724);20;
R06518;Q17631738;personaggio fittizio;Giovanni Rossi;Giovanni Rossi;1900;0;m;m;Italia;;Sulmona;;meccanico;;Rainaldo;;comunista;fictional character;20;
R06518;Q16268715;umano;Giovanni Rossi;Giovanni Rossi;1900;1966;m;m;Italia;Italia;Sulmona;Massa;meccanico;calciatore;Rainaldo;;comunista;dirigente sportivo e calciatore italiano;20;
R06518;Q98072792;umano;Giovanni Rossi;Giovanni Rossi;1900;1801;m;m;Italia;;Sulmona;Sarzana;meccanico;medico;Rainaldo;;comunista;medico (1801-1853);20;
R06518;Q16268716;umano;Giovanni Rossi;Giovanni Rossi;1900;1974;m;m;Italia;Italia;Sulmona;Modena;meccanico;giornalista|scrittore;Rainaldo;;comunista;scrittore e giornalista italiano;20;
R06518;Q61481764;umano;Giovanni Rossi;Giovanni Rossi;1900;1845;m;m;Italia;;Sulmona;;meccanico;storico;Rainaldo;;comunista;scrittore e storico italiano (1845-1921);20;
R06518;Q16560157;umano;Giovanni Rossi;Giovanni Rossi;1900;1887;m;m;Italia;Italia|Regno d'Italia;Sulmona;Parigi;meccanico;presbitero;Rainaldo;;comunista;presbitero italiano (1887-1975);20;
R06518;Q98921898;umano;Giovanni Rossi;Giovanni Rossi;1900;1861;m;m;Italia;Svizzera;Sulmona;Croglio;meccanico;medico|politico;Rainaldo;;comunista;politico;20;
R06518;Q111993463;umano;Giovanni Rossi;Giovanni Rossi;1900;1913;m;m;Italia;Regno d'Italia;Sulmona;Sassuolo;meccanico;;Rainaldo;;comunista;partigiano italiano;20;
R06518;Q52944278;scuola dell'infanzia;Giovanni Rossi;Giovanni Rossi;1900;0;m;;Italia;;Sulmona;;meccanico;;Rainaldo;;comunista;scuola infanzia non statale di Ponte Dell'Olio in provincia di Piacenza (Italia) [codice scuola: PC1A01800P];20;
R06829;Q1356814;umano;Ernesto Rossi;Ernesto Rossi;1892;1827;m;m;Italia;Regno d'Italia;Ziano;Livorno;contadino;attore|attore teatrale|drammaturgo|scrittore;Pasquale;;socialista;attore teatrale italiano;11;
R06829;Q612509;umano;Ernesto Rossi;Ernesto Rossi;1892;1897;m;m;Italia;Italia|Regno d'Italia;Ziano;Caserta;contadino;economista|giornalista|politico;Pasquale;;socialista;politico, giornalista e antifascista italiano (1897-1967);11;
R06829;Q5394251;umano;Ernesto Rossi;Ernesto Rossi;1892;1903;m;m;Italia;Stati Uniti d'America;Ziano;Manhattan;contadino;;Pasquale;;socialista;American gangster (1903-1931);11;
R06829;Q102279740;umano;Ernesto Rossi;Ernesto Rossi;1892;1858;m;m;Italia;;Ziano;Torino;contadino;compositore|direttore d'orchestra;Pasquale;;socialista;compositore, direttore d'orchestra (1858-);11;
R06829;Q92256911;umano;Ernesto Rossi;Ernesto Rossi;1892;0;m;;Italia;;Ziano;;contadino;ricercatore;Pasquale;;socialista;researcher (ORCID 0000-0002-6442-1707);11;
R06829;Q1356795;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Ernesto Rossi;Ernesto Rossi;1892;0;m;;Italia;;Ziano;;contadino;;Pasquale;;socialista;pagina di disambiguazione di un progetto Wikimedia;11;
R06829;Q133645470;umano;Ernesto Rossi;Q133645470;1892;1938;m;;Italia;;Ziano;Torino;contadino;;Pasquale;;socialista;;11;
R06829;Q769450;umano;Ernesto Rossi;Angelo Tasca;1892;1892;m;m;Italia;Francia|Italia|Regno d'Italia;Ziano;Moretta;contadino;giornalista|politico|scrittore politico|storico;Pasquale;;socialista;politico italiano (1892-1960);11;Ernesto Rossi
R06829;Q62004833;umano;Ernesto Rossi;"Ernesto ""Titi"" Rossi";1892;1916;m;m;Italia;Argentina;Ziano;Guaminí;contadino;arrangiatore musicale|bandoneonista|compositore|direttore d'orchestra;Pasquale;;socialista;;11;Ernesto Rossi
R06848;Q3726632;umano;Vincenzo Rossi;Enzo Rossi Roiss;1887;1937;m;m;Italia;Italia;Lauria;Novoli;calzolaio;giornalista|poeta|scrittore;Ferdinando;;;giornalista, scrittore e poeta italiano (1937-2023);6;Vincenzo Rossi
R06848;Q4013500;umano;Vincenzo Rossi;Vincenzo Rossi;1887;1924;m;m;Italia;Italia|Regno d'Italia;Lauria;Cerro al Volturno;calzolaio;poeta|scrittore;Ferdinando;;;scrittore e poeta italiano (1924-2013);6;
R06848;Q133464845;umano;Vincenzo Rossi;Vincenzo Rossi;1887;0;m;m;Italia;Regno d'Italia;Lauria;;calzolaio;;Ferdinando;;;Marinaio italiano, medaglia d'oro al valor militare (1877-1900);6;
R06848;Q1632902;umano;Vincenzo Rossi;Vincenzo de' Rossi;1887;1525;m;m;Italia;Italia;Lauria;Fiesole;calzolaio;architetto|scultore;Ferdinando;;;scultore italiano (1525-1587);6;Vincenzo Rossi da Fiesole
R06848;Q85398312;umano;Vincenzo Rossi;Vincenzo Rossi;1887;0;m;;Italia;;Lauria;;calzolaio;ricercatore;Ferdinando;;;researcher;6;
